Ticker,industry,sector,averageVolume,averageVolume10days,marketCap
CLBK,Banks—Regional,Financial Services,214716,237090,1880243712
MOMO,Internet Content & Information,Communication Services,1305570,1028400,1865620608
MGNI,Advertising Agencies,Communication Services,1444675,1100480,1860089088
ODP,Specialty Retail,Consumer Cyclical,413937,506150,1850673408
LILAK,Telecom Services,Communication Services,1099075,1017350,1846889088
PCRX,Drug Manufacturers—Specialty & Generic,Healthcare,583003,602750,1843699072
PCT,Pollution & Treatment Controls,Industrials,1855270,3130400,1839650816
CRSR,Computer Hardware,Technology,448714,486780,1825853312
ACDC,Oil & Gas Equipment & Services,Energy,790111,596320,1817335680
SKYW,Airlines,Industrials,672337,543610,1816478336
HLIT,Communication Equipment,Technology,1436068,1717140,1816199936
TBBK,Banks—Regional,Financial Services,364859,378140,1815754496
CAKE,Restaurants,Consumer Cyclical,1012485,713410,1815243648
SBLK,Marine Shipping,Industrials,1025326,730130,1810318080
KTOS,Aerospace & Defense,Industrials,754090,990180,1805582464
VCYT,Biotechnology,Healthcare,642032,591990,1804636672
NVTS,Semiconductors,Technology,2422978,3306750,1793292672
STRL,Engineering & Construction,Industrials,277493,330740,1791960576
WAFD,Banks—Regional,Financial Services,661645,492390,1786258176
PATK,"Furnishings, Fixtures & Appliances",Consumer Cyclical,143390,121650,1785281664
VCEL,Biotechnology,Healthcare,307096,402470,1779402880
TOWN,Banks—Regional,Financial Services,224344,188730,1767632640
UPBD,Software—Application,Technology,480190,534460,1770295296
LESL,Specialty Retail,Consumer Cyclical,3469103,5436450,1759377536
HLMN,Tools & Accessories,Industrials,1473140,1931820,1759364736
PAYO,Software—Infrastructure,Technology,3676891,3635760,1751802240
MRTN,Trucking,Industrials,317981,284290,1740838144
NVEE,Engineering & Construction,Industrials,106375,177470,1737508352
SNEX,Capital Markets,Financial Services,85034,63250,1731493376
AGYS,Software—Application,Technology,178972,214490,1727921920
PDFS,Software—Application,Technology,179311,161680,1727579008
ESTA,Medical Devices,Healthcare,159377,135570,1725976832
SPWR,Solar,Technology,4850332,4169140,1725135232
ROIC,REIT—Retail,Real Estate,1080385,925880,1719954560
FRME,Banks—Regional,Financial Services,281272,362260,1711057152
UCTT,Semiconductor Equipment & Materials,Technology,282419,274690,1709266944
SMMT,Biotechnology,Healthcare,2060250,3890670,1688397696
ANGI,Internet Content & Information,Communication Services,557478,394370,1686868096
SMTC,Semiconductors,Technology,1762749,1513850,1673133440
CSGS,Software—Infrastructure,Technology,161880,192270,1666821632
STRA,Education & Training Services,Consumer Defensive,140472,175030,1664837760
HEES,Rental & Leasing Services,Industrials,270362,239850,1659010048
SWTX,Biotechnology,Healthcare,689329,870880,1647483648
OPK,Diagnostics & Research,Healthcare,3569926,8892750,1645746688
DVAX,Drug Manufacturers—Specialty & Generic,Healthcare,1388631,1593050,1642089344
CLDX,Biotechnology,Healthcare,591480,462980,1641551872
ROAD,Engineering & Construction,Industrials,168672,316750,1641027584
PLAB,Semiconductor Equipment & Materials,Technology,599724,886410,1637351680
HURN,Consulting Services,Industrials,139654,156510,1650019584
SUPN,Drug Manufacturers—Specialty & Generic,Healthcare,453544,717340,1628844288
TTEC,Information Technology Services,Technology,161952,126730,1625979136
GERN,Biotechnology,Healthcare,6650065,5985370,1617879168
ANDE,Food Distribution,Consumer Defensive,268750,211160,1614769920
IRWD,Drug Manufacturers—Specialty & Generic,Healthcare,2271906,2030560,1614045056
ERII,Pollution & Treatment Controls,Industrials,379972,481980,1611541376
AHCO,Medical Devices,Healthcare,1337003,1658360,1607380480
RCKT,Biotechnology,Healthcare,729734,838240,1606007424
VRNA,Biotechnology,Healthcare,491288,456180,1599497472
PRCT,Medical Devices,Healthcare,438611,493240,1597444608
IOVA,Biotechnology,Healthcare,5247119,4593990,1593587840
TNDM,Medical Devices,Healthcare,1208250,1147890,1593573632
GPCR,Biotechnology,Healthcare,120327,283240,1591869696
IMKTA,Grocery Stores,Consumer Defensive,79032,89230,1582803328
UDMY,Education & Training Services,Consumer Defensive,606980,643970,1580766848
AGIO,Biotechnology,Healthcare,471818,551690,1566267008
CAMT,Semiconductor Equipment & Materials,Technology,93467,121300,1561834496
WSBC,Banks—Regional,Financial Services,312509,256030,1555223296
SEAT,Internet Content & Information,Communication Services,685529,677060,1547420416
BRP,Insurance Brokers,Financial Services,399942,428000,1545622272
CMPR,Advertising Agencies,Communication Services,134877,146130,1545142528
PIII,Medical Care Facilities,Healthcare,617895,902990,1541783936
VKTX,Biotechnology,Healthcare,3539426,5226560,1541520256
BANR,Banks—Regional,Financial Services,213968,165530,1540250240
RLAY,Biotechnology,Healthcare,1743804,1097660,1539620608
PERI,Internet Content & Information,Communication Services,816757,510910,1520470400
NMRK,Real Estate Services,Real Estate,912068,814470,1517402240
ACLX,Biotechnology,Healthcare,639808,1005240,1512275200
ALKT,Software—Application,Technology,288470,305140,1510908800
OCSL,Credit Services,Financial Services,385145,414450,1506910080
XNCR,Biotechnology,Healthcare,308608,372460,1503730944
PLUS,Software—Application,Technology,136924,150160,1503681408
GOGL,Marine Shipping,Industrials,1427265,1201670,1505774080
NWLI,Insurance—Life,Financial Services,12739,11400,1501676288
TMCI,Medical Devices,Healthcare,373347,457840,1500781824
COCO,Beverages—Non-Alcoholic,Consumer Defensive,629786,576600,1500744064
UFPT,Medical Devices,Healthcare,115126,132250,1495352704
SUMO,Software—Infrastructure,Technology,2563230,1872539,1495259648
SVC,REIT—Hotel & Motel,Real Estate,949622,807140,1493977344
EFSC,Banks—Regional,Financial Services,178432,170860,1489137920
RNST,Banks—Regional,Financial Services,240986,215810,1488144640
IBTX,Banks—Regional,Financial Services,314139,247680,1485721216
LMAT,Medical Instruments & Supplies,Healthcare,121281,116400,1491126656
RADI,Telecom Services,Communication Services,1082347,1210370,1483997056
RDFN,Real Estate Services,Real Estate,2868422,3344260,1481462784
ADUS,Medical Care Facilities,Healthcare,166983,137270,1469729920
SPNS,Software—Application,Technology,116101,163450,1468846848
ARHS,Home Improvement Retail,Consumer Cyclical,727603,604450,1463407616
KC,Software—Application,Technology,2831452,2545340,1459498496
AMEH,Medical Care Facilities,Healthcare,167637,175640,1457254528
KRNT,Specialty Industrial Machinery,Industrials,354121,263110,1455034880
VRTS,Asset Management,Financial Services,51500,35030,1453381888
PLMR,Insurance—Property & Casualty,Financial Services,154508,163570,1450209920
OSTK,Internet Retail,Consumer Cyclical,1892932,5257980,1449080064
SATS,Communication Equipment,Technology,182478,138280,1445155072
SNDX,Biotechnology,Healthcare,923091,815050,1436300544
DADA,Internet Retail,Consumer Cyclical,1672583,964910,1432348160
AUPH,Biotechnology,Healthcare,2530854,2248260,1428909568
CHEF,Food Distribution,Consumer Defensive,286691,339420,1426287104
MSEX,Utilities—Regulated Water,Utilities,147126,99500,1425450368
MNTV,Software—Application,Technology,1835340,980285,1424020480
TTMI,Electronic Components,Technology,586785,555260,1422867840
RXRX,Biotechnology,Healthcare,2117027,1610260,1419609472
MAXN,Solar,Technology,1301083,1205950,1416942592
DGII,Communication Equipment,Technology,291598,445860,1415091200
PRME,Biotechnology,Healthcare,402131,806060,1409821952
AMLX,Biotechnology,Healthcare,987916,1334970,1408682624
CLBT,Software—Infrastructure,Technology,205834,296510,1401767936
GCMG,Asset Management,Financial Services,196767,246270,1401600000
NBTB,Banks—Regional,Financial Services,194560,162470,1392244608
CHCO,Banks—Regional,Financial Services,78162,68310,1384622336
MDRX,Health Information Services,Healthcare,1024798,1108670,1382139008
SGH,Semiconductors,Technology,864554,1155150,1378424064
VEON,Telecom Services,Communication Services,64357,25210,1378753920
LNZA,Waste Management,Industrials,273068,593450,1377936640
ATSG,Airlines,Industrials,713837,519290,1377118336
PTVE,Packaging & Containers,Consumer Cyclical,285522,273650,1374515584
HSAI,Auto Parts,Consumer Cyclical,297114,189460,1423566976
JBSS,Packaged Foods,Consumer Defensive,69847,80330,1368103040
NWBI,Banks—Regional,Financial Services,776901,762960,1363385984
TFIN,Banks—Regional,Financial Services,186037,148220,1356505344
SYBT,Banks—Regional,Financial Services,118281,102230,1355015808
CPRX,Biotechnology,Healthcare,2007070,1895840,1353542528
MCRI,Resorts & Casinos,Consumer Cyclical,93460,93400,1348252032
ARVN,Biotechnology,Healthcare,466977,429600,1344571776
TH,Specialty Business Services,Industrials,570162,582510,1343205504
ETNB,Biotechnology,Healthcare,1494816,2480170,1338594304
INDI,Semiconductor Equipment & Materials,Technology,2109745,2246350,1337109888
VECO,Semiconductor Equipment & Materials,Technology,607532,468400,1333679360
BCRX,Biotechnology,Healthcare,2766580,2724940,1331991808
HPK,Oil & Gas E&P,Energy,343434,588740,1320775552
MRUS,Biotechnology,Healthcare,462598,276060,1318788736
MATW,Conglomerates,Industrials,103500,126420,1316098816
TRMK,Banks—Regional,Financial Services,337409,360980,1314202752
AFYA,Education & Training Services,Consumer Defensive,215739,210090,1313993728
IDYA,Biotechnology,Healthcare,780732,779420,1310226944
OPAL,Utilities—Regulated Gas,Utilities,107524,90990,1309627648
HSKA,Medical Devices,Healthcare,364237,346363,1309546880
KYMR,Biotechnology,Healthcare,546467,618880,1304157952
HTLD,Trucking,Industrials,193762,178580,1302518656
BLDP,Specialty Industrial Machinery,Industrials,3116247,2561200,1302266624
RILY,Financial Conglomerates,Financial Services,312763,253500,1301552768
MNRO,Auto Parts,Consumer Cyclical,288363,295230,1297228544
NEXT,Oil & Gas E&P,Energy,1713485,1399620,1290947072
CASH,Banks—Regional,Financial Services,207557,165630,1290473600
SCHL,Publishing,Communication Services,170101,133950,1283922560
LPRO,Credit Services,Financial Services,768960,699300,1278932480
PTGX,Biotechnology,Healthcare,1245570,1903830,1277276416
KFRC,Staffing & Employment Services,Industrials,168065,130290,1273772160
AMPL,Software—Application,Technology,745509,607560,1271853184
DCBO,Software—Application,Technology,40045,26950,1274854144
NMFC,Asset Management,Financial Services,304480,379110,1267768704
REPL,Biotechnology,Healthcare,579216,572250,1266449920
EVGO,Specialty Retail,Consumer Cyclical,3791247,4167320,1265858176
CLMT,Oil & Gas E&P,Energy,83562,61220,1262541568
NSSC,Security & Protection Services,Industrials,466403,389610,1260032512
SNCY,Airlines,Industrials,535629,795910,1258776448
GDEV,Electronic Gaming & Multimedia,Communication Services,15986,13480,1256635392
LGND,Biotechnology,Healthcare,98536,94000,1255192576
AEHR,Semiconductor Equipment & Materials,Technology,1035363,1206670,1253682048
IRBT,"Furnishings, Fixtures & Appliances",Consumer Cyclical,542398,704000,1251944320
LKFN,Banks—Regional,Financial Services,174232,188960,1247639936
PLYA,Resorts & Casinos,Consumer Cyclical,1033457,1481100,1246976640
AMWD,"Furnishings, Fixtures & Appliances",Consumer Cyclical,108973,110330,1246586880
FBNC,Banks—Regional,Financial Services,198680,175960,1242042368
PTLO,Restaurants,Consumer Cyclical,651504,700620,1239724800
SILK,Medical Devices,Healthcare,561378,509940,1238540672
COMM,Communication Equipment,Technology,3414934,2912060,1244339456
MBUU,Recreational Vehicles,Consumer Cyclical,142477,122480,1225313408
INTR,Banks—Regional,Financial Services,326045,180340,1221693824
DSGR,Industrial Distribution,Industrials,22311,24540,1233989376
UPWK,Staffing & Employment Services,Industrials,2243001,1264610,1218553728
HTLF,Banks—Regional,Financial Services,219862,193910,1218038656
DH,Health Information Services,Healthcare,816006,1161120,1212365056
EMBC,Medical Instruments & Supplies,Healthcare,425834,584380,1203163520
GDEN,Resorts & Casinos,Consumer Cyclical,179998,190730,1201069440
OSW,Leisure,Consumer Cyclical,661995,895850,1223691904
VERV,Biotechnology,Healthcare,678870,643970,1198974464
CTIC,Biotechnology,Healthcare,6224763,4804350,1198789248
STER,Software—Infrastructure,Technology,297208,457740,1195969664
IBRX,Biotechnology,Healthcare,5085093,1988940,1194598912
SSYS,Computer Hardware,Technology,825913,1058530,1193940608
CNXN,Electronics & Computer Distribution,Technology,65219,42710,1193528576
OTLY,Beverages—Non-Alcoholic,Consumer Defensive,2590570,3144140,1190563200
EWCZ,Household & Personal Products,Consumer Defensive,401137,601180,1186666752
KROS,Biotechnology,Healthcare,229131,289290,1179522048
CMCO,Farm & Heavy Construction Machinery,Industrials,91236,119430,1178923264
USLM,Building Materials,Basic Materials,5391,9380,1177782400
CRNC,Software—Application,Technology,411062,750000,1171382400
QSG,Education & Training Services,Consumer Defensive,55721,11440,474773344
NAAS,Specialty Retail,Consumer Cyclical,527709,1206890,1167325568
WINA,Specialty Retail,Consumer Cyclical,22950,19150,1167095040
DMLP,Oil & Gas E&P,Energy,77750,56680,1165342464
KALU,Aluminum,Basic Materials,119318,90740,1165231744
ADEA,Software—Application,Technology,606213,800100,1164379136
ANY,Software—Application,Technology,142095,287384,1162861952
HAIN,Packaged Foods,Consumer Defensive,1009754,1348020,1171205120
AVDL,Drug Manufacturers—Specialty & Generic,Healthcare,989416,1477490,1160354304
TVTX,Biotechnology,Healthcare,1410737,980610,1160152960
ECPG,Mortgage Finance,Financial Services,188213,188310,1160005888
HIMX,Semiconductors,Technology,832396,856950,1158016000
SANA,Biotechnology,Healthcare,1499795,1367960,1156665984
TRS,Packaging & Containers,Consumer Cyclical,98737,128250,1156086912
IESC,Engineering & Construction,Industrials,43203,80050,1148553856
INBX,Biotechnology,Healthcare,371300,281690,1147529088
MLKN,"Furnishings, Fixtures & Appliances",Consumer Cyclical,746157,812480,1146529536
UNIT,REIT—Specialty,Real Estate,3270542,2639450,1142764672
TLRY,Drug Manufacturers—Specialty & Generic,Healthcare,14341827,15121520,1142539776
FORTY,Information Technology Services,Technology,383,450,1142362752
AVID,Software—Application,Technology,548759,419650,1141605376
CBAY,Biotechnology,Healthcare,1867354,4690140,1140904448
TWST,Diagnostics & Research,Healthcare,1357727,1213420,1134369920
SKIN,Household & Personal Products,Consumer Defensive,1740383,1705870,1126215424
TCBK,Banks—Regional,Financial Services,94245,90060,1124714240
BUSE,Banks—Regional,Financial Services,193303,237640,1122049280
CTKB,Medical Devices,Healthcare,1430706,867920,1121966208
MBIN,Banks—Regional,Financial Services,72116,80740,1119317888
TYGO,Solar,Technology,82981,59640,1119281664
PLL,Other Industrial Metals & Mining,Basic Materials,339908,248820,1112631424
EVBG,Software—Application,Technology,450927,354390,1103346432
HCSG,Medical Care Facilities,Healthcare,747700,635020,1102537728
DCPH,Drug Manufacturers—Specialty & Generic,Healthcare,541659,532000,1102485376
TASK,Information Technology Services,Technology,624791,846630,1102071424
AVPT,Software—Infrastructure,Technology,846793,1195950,1099033984
ICHR,Semiconductor Equipment & Materials,Technology,168324,159140,1097731840
HOLI,Electrical Equipment & Parts,Industrials,107436,101340,1097140864
SABR,Travel Services,Consumer Cyclical,7284809,5567000,1095781504
ALHC,Healthcare Plans,Healthcare,1135916,1164880,1090731776
ANIP,Drug Manufacturers—Specialty & Generic,Healthcare,132401,159450,1088324736
NRC,Health Information Services,Healthcare,38609,44620,1086030464
FLGT,Diagnostics & Research,Healthcare,207785,181620,1082608768
STBA,Banks—Regional,Financial Services,173100,175410,1082116352
CLNE,Oil & Gas Refining & Marketing,Energy,1788837,1833540,1076645632
MGI,Credit Services,Financial Services,3491132,1048355,1074114176
NXGN,Health Information Services,Healthcare,352065,294190,1071523328
PLRX,Biotechnology,Healthcare,968362,1854240,1065406784
VRDN,Biotechnology,Healthcare,669434,767420,1065370304
SAFT,Insurance—Property & Casualty,Financial Services,64798,65770,1065261760
SRCE,Banks—Regional,Financial Services,66591,59770,1061663872
APOG,Building Products & Equipment,Industrials,171040,212080,1059893632
INFN,Communication Equipment,Technology,2784354,2385320,1058139072
PGY,Software—Infrastructure,Technology,2603877,3993330,1058014464
SAVA,Biotechnology,Healthcare,643598,481320,1057094784
LIFW,Health Information Services,Healthcare,185188,102590,1063444864
SIBN,Medical Devices,Healthcare,457873,378750,1055362304
MNKD,Biotechnology,Healthcare,3189300,2927350,1051937856
WABC,Banks—Regional,Financial Services,193637,111700,1042748032
MNTK,Utilities—Diversified,Utilities,341937,430130,1041549504
SASR,Banks—Regional,Financial Services,316983,240420,1040631936
VALN,Biotechnology,Healthcare,11308,16870,1038709888
DAWN,Biotechnology,Healthcare,1252901,1286300,1037760768
OFLX,Specialty Industrial Machinery,Industrials,17834,26960,1036280896
ASTE,Farm & Heavy Construction Machinery,Industrials,78481,60940,1033119104
HOPE,Banks—Regional,Financial Services,1089134,730910,1031346432
FWRG,Restaurants,Consumer Cyclical,245214,267970,1029601216
VECT,Biotechnology,Healthcare,1092026,798060,1026878144
AMSF,Insurance—Specialty,Financial Services,95100,139810,1019439680
OM,Medical Devices,Healthcare,439550,371360,1018037120
HWKN,Specialty Chemicals,Basic Materials,69747,90670,1016836544
PACW,Banks—Regional,Financial Services,26606039,10939760,1013631680
KRUS,Restaurants,Consumer Cyclical,164778,118020,1012815680
IRON,Biotechnology,Healthcare,209577,404450,1007295552
FRG,Specialty Retail,Consumer Cyclical,969677,724750,1005936384
KIDS,Medical Devices,Healthcare,91462,83270,1000970176
RTL,REIT—Diversified,Real Estate,1160185,756190,1000250944
CCRN,Medical Care Facilities,Healthcare,500208,499460,1000012608
ATRI,Medical Instruments & Supplies,Healthcare,3903,5600,999611904
VBTX,Banks—Regional,Financial Services,523962,399780,998705664
COGT,Biotechnology,Healthcare,762714,803450,998172032
SHEN,Telecom Services,Communication Services,111111,124250,994888576
XMTR,Specialty Industrial Machinery,Industrials,681427,646320,990377024
EH,Aerospace & Defense,Industrials,699855,790770,989229120
SOUN,Software—Application,Technology,14333280,27127340,984785792
INNV,Medical Care Facilities,Healthcare,37026,90000,984673856
NKLA,Farm & Heavy Construction Machinery,Industrials,49098167,56616930,981998208
NAMS,Biotechnology,Healthcare,66606,53800,985683648
KNSA,Biotechnology,Healthcare,410021,413260,975797056
MIRM,Biotechnology,Healthcare,626547,545910,975515648
CRNX,Biotechnology,Healthcare,457308,407780,974630912
PNT,Biotechnology,Healthcare,744509,995940,972375552
MOR,Biotechnology,Healthcare,163609,217080,971681088
ACCD,Health Information Services,Healthcare,686273,998490,971232448
SCRM,Shell Companies,Financial Services,238773,365770,968437504
ARKO,Specialty Retail,Consumer Cyclical,228549,222770,966049088
ADPT,Biotechnology,Healthcare,997745,1176060,963997504
VREX,Medical Devices,Healthcare,340837,262470,963136000
RXST,Medical Devices,Healthcare,410798,509880,962367424
APPS,Software—Application,Technology,2413272,2706240,956861248
ASTS,Communication Equipment,Technology,2341993,5168470,956068800
SKWD,Insurance—Property & Casualty,Financial Services,186601,238970,953503104
DCGO,Medical Care Facilities,Healthcare,571998,738660,952995520
APLD,Capital Markets,Financial Services,5655450,11788110,951173696
OCFC,Banks—Regional,Financial Services,323283,361340,948803264
PEBO,Banks—Regional,Financial Services,144754,129670,947503232
TBLA,Internet Content & Information,Communication Services,1103049,1035190,947490560
PUBM,Software—Application,Technology,467477,376610,939551168
BLFS,Medical Instruments & Supplies,Healthcare,303032,435340,934968320
MTTR,Software—Application,Technology,3309826,3140260,929025536
HCCI,Waste Management,Industrials,75850,85160,928221952
CRESY,Conglomerates,Industrials,146725,274940,922702400
RYTM,Biotechnology,Healthcare,712003,1309700,917069504
GSM,Other Industrial Metals & Mining,Basic Materials,967221,830190,914677952
EQRX,Biotechnology,Healthcare,2050032,3148380,911361344
PRAA,Credit Services,Financial Services,515488,388700,909522752
GIII,Apparel Manufacturing,Consumer Cyclical,527116,526620,909134400
IMXI,Software—Infrastructure,Technology,268514,208110,907179840
ROVR,Personal Services,Consumer Cyclical,871760,992600,906362432
NYMT,REIT—Mortgage,Real Estate,605155,512920,905418368
AOSL,Semiconductors,Technology,229521,274340,903556800
ALTI,Asset Management,Financial Services,147865,369130,957291136
MATH,Internet Content & Information,Communication Services,41714,62700,40496968
AMAM,Biotechnology,Healthcare,486995,314269,892507072
IMTX,Biotechnology,Healthcare,504332,363870,889389504
ACMR,Semiconductor Equipment & Materials,Technology,592606,756520,887938816
EVLV,Security & Protection Services,Industrials,1527672,1569010,887605376
LBAI,Banks—Regional,Financial Services,257621,219860,886859200
TTGT,Internet Content & Information,Communication Services,255949,278880,885094400
AVTA,Asset Management,Financial Services,369298,360860,883281600
FCEL,Electrical Equipment & Parts,Industrials,13190314,15152800,882671360
SLP,Health Information Services,Healthcare,97721,94250,883054272
CDMO,Biotechnology,Healthcare,560455,1094520,878208768
AMRK,Capital Markets,Financial Services,172740,191910,875994176
BFC,Banks—Regional,Financial Services,22126,42580,873523968
NGMS,Gambling,Consumer Cyclical,330962,388610,872075200
SBGI,Entertainment,Communication Services,910036,928100,870568640
RGNX,Biotechnology,Healthcare,414844,381460,868889344
AVO,Food Distribution,Consumer Defensive,156003,293680,864292160
TRUP,Insurance—Specialty,Financial Services,1448139,1647140,861198592
OXLC,Asset Management,Financial Services,1210380,1845210,861128960
WKME,Software—Application,Technology,83544,65920,856875520
SNPO,Electronics & Computer Distribution,Technology,42363,61150,854450880
CFFN,Banks—Regional,Financial Services,860401,579920,852355392
RDWR,Software—Infrastructure,Technology,159129,111490,851858880
BIOX,Agricultural Inputs,Basic Materials,64762,98680,849342656
THRY,Internet Content & Information,Communication Services,175390,303410,846008320
BYND,Packaged Foods,Consumer Defensive,2624647,2655590,845865664
RBCAA,Banks—Regional,Financial Services,20890,25630,845210112
WRLD,Credit Services,Financial Services,64567,58790,841913408
IMOS,Semiconductors,Technology,18742,41140,841053056
NNOX,Medical Devices,Healthcare,2800950,1558670,841042048
CENX,Aluminum,Basic Materials,1218634,915980,838301888
GGR,Auto Parts,Consumer Cyclical,218385,399030,837588864
SCLX,Drug Manufacturers—General,Healthcare,828621,641280,833522368
ADTN,Communication Equipment,Technology,1117126,965280,832959616
WEST,Packaged Foods,Consumer Defensive,285159,666640,832799168
INVA,Biotechnology,Healthcare,686616,676500,831250816
MFIC,Asset Management,Financial Services,186980,210280,828614720
SBSI,Banks—Regional,Financial Services,153521,147730,825382912
SCHN,Steel,Basic Materials,190140,238700,825608128
PRDO,Education & Training Services,Consumer Defensive,335445,326100,816483840
QTRX,Medical Devices,Healthcare,353977,380720,816257792
ADMA,Biotechnology,Healthcare,2181916,1697680,815741888
GABC,Banks—Regional,Financial Services,81050,114360,812375808
EBIX,Software—Application,Technology,533800,574100,811470784
WALD,Software—Application,Technology,61832,293690,809964480
PFBC,Banks—Regional,Financial Services,101693,96810,809640768
ARCE,Education & Training Services,Consumer Defensive,86006,106060,805815872
RNA,Biotechnology,Healthcare,1376200,1080390,803797952
FBMS,Banks—Regional,Financial Services,125062,184340,803623168
CIFR,Capital Markets,Financial Services,1299750,1851200,801580352
SHYF,Farm & Heavy Construction Machinery,Industrials,238283,408160,800954688
SPTN,Food Distribution,Consumer Defensive,258319,362790,797683200
PRTC,Biotechnology,Healthcare,322,410,813927232
MVIS,Scientific & Technical Instruments,Technology,5906690,5892010,792579200
CYRX,Integrated Freight & Logistics,Industrials,456822,755690,791577280
PLPC,Electrical Equipment & Parts,Industrials,16550,23220,790778432
LWLG,Specialty Chemicals,Basic Materials,868195,725680,790579968
IIIV,Software—Infrastructure,Technology,138952,131890,789693312
BRKL,Banks—Regional,Financial Services,637400,434260,786459456
KURA,Biotechnology,Healthcare,864822,1117510,785453696
SP,Specialty Business Services,Industrials,67085,67170,784258496
ULH,Trucking,Industrials,46716,55670,783908160
SLRC,Asset Management,Financial Services,206714,227650,782858560
SSP,Broadcasting,Communication Services,364208,506400,779870336
ME,Diagnostics & Research,Healthcare,2340844,2664360,779520960
HUT,Capital Markets,Financial Services,9881032,18305040,778877440
ELVN,Biotechnology,Healthcare,226781,524430,778303168
CRON,Drug Manufacturers—Specialty & Generic,Healthcare,1183542,1535450,776864640
STKL,Packaged Foods,Consumer Defensive,1019062,1423800,777806400
LYEL,Biotechnology,Healthcare,1172498,1151200,773787840
CNDT,Information Technology Services,Technology,1061347,687570,771103808
ADV,Advertising Agencies,Communication Services,543172,505650,765008128
BJRI,Restaurants,Consumer Cyclical,319211,303720,763424896
MDXG,Biotechnology,Healthcare,773295,1293490,762966592
ARCT,Biotechnology,Healthcare,438663,468310,761295552
PHAR,Biotechnology,Healthcare,5298,1570,761085056
HHR,Staffing & Employment Services,Industrials,0,0,761054528
GNLX,Biotechnology,Healthcare,43432,81140,764624320
BMEA,Biotechnology,Healthcare,920454,1897710,758999616
NNDM,Computer Hardware,Technology,2003700,3430940,756353152
CSWC,Asset Management,Financial Services,338800,259280,755826368
MOND,Travel Services,Consumer Cyclical,291539,829640,754253504
CHUY,Restaurants,Consumer Cyclical,127300,151830,753752192
BELFA,Electronic Components,Technology,5172,6920,753716672
ASLE,Airports & Air Services,Industrials,320660,544440,752954560
HSTM,Health Information Services,Healthcare,106334,112150,752334912
BELFB,Electronic Components,Technology,173514,401310,750902080
PHAT,Biotechnology,Healthcare,389934,374050,750787840
EXAI,Biotechnology,Healthcare,372421,279870,749863552
FDMT,Biotechnology,Healthcare,663572,501250,747632128
ASTL,Steel,Basic Materials,681639,1275960,746725312
CGBD,Asset Management,Financial Services,161277,161730,746684992
BCYC,Biotechnology,Healthcare,183865,154550,746580992
COLL,Drug Manufacturers—Specialty & Generic,Healthcare,340968,297210,741366592
ACRS,Diagnostics & Research,Healthcare,657432,784620,740013312
SCSC,Electronics & Computer Distribution,Technology,118527,99530,739026048
BIGC,Software—Application,Technology,972290,851780,738043008
RPAY,Software—Infrastructure,Technology,730095,601650,737328256
SFWL,Integrated Freight & Logistics,Industrials,678742,316930,730064000
NRDS,Credit Services,Financial Services,624452,470280,729643328
PWP,Capital Markets,Financial Services,317572,268990,726762048
CLFD,Communication Equipment,Technology,359886,176580,725775808
ALLO,Biotechnology,Healthcare,2705296,5427110,723376320
POWL,Electrical Equipment & Parts,Industrials,84280,79860,722553792
BLBD,Auto Manufacturers,Consumer Cyclical,386000,366750,721125184
RICK,Restaurants,Consumer Cyclical,41759,30730,720846016
CRAI,Consulting Services,Industrials,36473,39580,718567424
LILM,Aerospace & Defense,Industrials,4739083,7486690,717587392
LVRO,Agricultural Inputs,Basic Materials,35855,5230,717139200
KARO,Software—Application,Technology,7204,15690,714954944
LASR,Semiconductors,Technology,259163,219980,714812416
BASE,Software—Infrastructure,Technology,455660,460750,712822272
QCRH,Banks—Regional,Financial Services,62162,66760,710352128
ARDX,Biotechnology,Healthcare,5622481,7054890,707724608
DENN,Restaurants,Consumer Cyclical,390157,349340,706328768
DCOM,Banks—Regional,Financial Services,231832,230150,705168640
VERA,Biotechnology,Healthcare,687665,1466690,703308864
RTC,Software—Application,Technology,11557,4590,695422144
JRVR,Insurance—Specialty,Financial Services,183572,173450,690312320
VSEC,Aerospace & Defense,Industrials,36326,47710,689911104
VMEO,Software—Application,Technology,1721304,1723270,689669760
MLAB,Scientific & Technical Instruments,Technology,49606,38730,689502848
HCAT,Health Information Services,Healthcare,454331,479130,687499648
INDT,REIT—Industrial,Real Estate,98566,121700,683163968
EGBN,Banks—Regional,Financial Services,431252,279940,682518400
KE,Electrical Equipment & Parts,Industrials,86370,100740,682143424
TITN,Industrial Distribution,Industrials,278147,189190,681602688
GDYN,Information Technology Services,Technology,568059,699090,680062912
CJET,Auto Manufacturers,Consumer Cyclical,1118204,538000,406054880
GHIX,Shell Companies,Financial Services,120701,99330,672656256
EDIT,Biotechnology,Healthcare,2300970,2353650,671772544
GHRS,Biotechnology,Healthcare,62662,75690,670548160
MGIC,Information Technology Services,Technology,24040,13380,679316544
CNOB,Banks—Regional,Financial Services,287747,332460,664085760
OFIX,Medical Devices,Healthcare,225404,199030,660355520
SCVL,Apparel Retail,Consumer Cyclical,327993,260560,658787968
MODV,Medical Care Facilities,Healthcare,133778,124420,658463552
EXFY,Software—Application,Technology,595201,1273320,658407872
HLVX,Biotechnology,Healthcare,102872,120770,654643392
DYN,Biotechnology,Healthcare,548078,807590,654246080
ATRO,Aerospace & Defense,Industrials,172318,266560,654164992
